work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FullTime,Data Architect,149040,USD,149040,US,100,United States,Medium
2023,SE,FullTime,Data Architect,113900,USD,113900,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,153600,USD,153600,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,106800,USD,106800,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,172600,USD,172600,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,107900,USD,107900,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,180180,USD,180180,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,106020,USD,106020,US,0,United States,Medium
2023,SE,FullTime,Data Architect,376080,USD,376080,US,100,United States,Medium
2023,SE,FullTime,Data Architect,213120,USD,213120,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,153600,USD,153600,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,100500,USD,100500,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,206500,USD,206500,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,121600,USD,121600,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,260000,USD,260000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,225000,USD,225000,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,194500,USD,194500,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,115500,USD,115500,US,0,United States,Medium
2023,SE,FullTime,Cloud Database Engineer,170000,USD,170000,US,100,United States,Large
2023,SE,FullTime,Applied Machine Learning Scientist,90000,USD,90000,US,100,United States,Large
2023,EN,FullTime,Data Analyst,95000,USD,95000,US,100,United States,Medium
2023,EN,FullTime,Data Analyst,70000,USD,70000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,275000,USD,275000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,160000,USD,160000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,115934,USD,115934,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,81666,USD,81666,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,175000,USD,175000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,120000,USD,120000,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,150000,USD,150000,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,120000,USD,120000,US,100,United States,Medium
2023,SE,FullTime,Research Engineer,200000,USD,200000,US,0,United States,Medium
2023,SE,FullTime,Research Engineer,175000,USD,175000,US,0,United States,Medium
2023,MI,FullTime,Data Analyst,206000,USD,206000,US,0,United States,Medium
2023,MI,FullTime,Data Analyst,130000,USD,130000,US,0,United States,Medium
2023,SE,FullTime,Data Architect,138000,USD,138000,GB,100,United Kingdom,Medium
2023,SE,FullTime,Data Architect,92000,USD,92000,GB,100,United Kingdom,Medium
2023,SE,FullTime,Data Analyst,110000,USD,110000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,75000,USD,75000,US,100,United States,Medium
2023,SE,FullTime,Analytics Engineer,130000,USD,130000,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,87000,USD,87000,US,0,United States,Medium
2023,MI,FullTime,Data Analyst,160000,USD,160000,US,0,United States,Medium
2023,MI,FullTime,Data Analyst,112000,USD,112000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,162500,USD,162500,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,130000,USD,130000,US,0,United States,Medium
2023,SE,FullTime,Data Science Manager,299500,USD,299500,US,0,United States,Medium
2023,SE,FullTime,Data Science Manager,245100,USD,245100,US,0,United States,Medium
2023,MI,FullTime,Data Scientist,145000,USD,145000,US,0,United States,Medium
2023,MI,FullTime,Data Scientist,100000,USD,100000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,147100,USD,147100,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,90700,USD,90700,US,0,United States,Medium
2023,EN,FullTime,Data Engineer,115100,USD,115100,US,0,United States,Medium
2023,EN,FullTime,Data Engineer,73900,USD,73900,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,168400,USD,168400,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,105200,USD,105200,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,210000,USD,210000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,160000,USD,160000,US,0,United States,Medium
2023,MI,FullTime,Data Scientist,145000,USD,145000,US,0,United States,Medium
2023,MI,FullTime,Data Scientist,100000,USD,100000,US,0,United States,Medium
2023,SE,FullTime,Applied Scientist,222200,USD,222200,US,0,United States,Large
2023,SE,FullTime,Applied Scientist,136000,USD,136000,US,0,United States,Large
2023,MI,FullTime,Data Analyst,100000,USD,100000,US,0,United States,Medium
2023,MI,FullTime,Data Analyst,85000,USD,85000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,70000,GBP,85066,GB,100,United Kingdom,Medium
2023,MI,FullTime,Data Engineer,47500,GBP,57723,GB,100,United Kingdom,Medium
2023,EX,FullTime,Data Scientist,200000,USD,200000,US,0,United States,Medium
2023,EX,FullTime,Data Scientist,145000,USD,145000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,140000,USD,140000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,95000,USD,95000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,185000,USD,185000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,120250,USD,120250,US,100,United States,Medium
2023,MI,FullTime,Financial Data Analyst,130000,USD,130000,US,100,United States,Large
2023,SE,FullTime,Data Scientist,205000,USD,205000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,140000,USD,140000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,297300,USD,297300,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,198200,USD,198200,US,100,United States,Medium
2023,SE,FullTime,Research Scientist,141288,USD,141288,US,0,United States,Medium
2023,SE,FullTime,Research Scientist,94192,USD,94192,US,0,United States,Medium
2023,SE,FullTime,Data Infrastructure Engineer,184000,USD,184000,US,100,United States,Medium
2023,SE,FullTime,Data Infrastructure Engineer,143000,USD,143000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,70000,USD,70000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,55000,USD,55000,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,275300,USD,275300,US,100,United States,Medium
2023,SE,FullTime,Analytics Engineer,183500,USD,183500,US,100,United States,Medium
2023,MI,FullTime,Data Analyst,75000,USD,75000,US,100,United States,Medium
2023,MI,FullTime,Data Analyst,65000,USD,65000,US,100,United States,Medium
2023,MI,FullTime,ML Engineer,160000,USD,160000,US,0,United States,Medium
2023,MI,FullTime,ML Engineer,147000,USD,147000,US,0,United States,Medium
2023,SE,FullTime,Data Architect,149040,USD,149040,US,100,United States,Medium
2023,SE,FullTime,Data Architect,113900,USD,113900,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,180180,USD,180180,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,106020,USD,106020,US,0,United States,Medium
2023,MI,FullTime,Data Scientist,1400000,INR,17022,IN,100,India,Large
2023,MI,FullTime,Lead Data Analyst,1500000,INR,18238,IN,50,India,Large
2023,MI,FullTime,Machine Learning Engineer,250000,USD,250000,US,0,United States,Medium
2023,MI,FullTime,Machine Learning Engineer,150000,USD,150000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,139500,USD,139500,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,109400,USD,109400,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,105000,USD,105000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,70000,USD,70000,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,210914,USD,210914,US,100,United States,Medium
2023,EX,FullTime,Data Engineer,116704,USD,116704,US,100,United States,Medium
2023,EN,FullTime,Research Scientist,150000,USD,150000,US,0,United States,Medium
2023,EN,FullTime,Research Scientist,100000,USD,100000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,146000,USD,146000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,75000,USD,75000,US,0,United States,Medium
2023,EN,FullTime,Data Analyst,75000,USD,75000,US,100,United States,Medium
2023,EN,FullTime,Data Analyst,60000,USD,60000,US,100,United States,Medium
2023,MI,FullTime,Analytics Engineer,185700,USD,185700,US,0,United States,Medium
2023,MI,FullTime,Analytics Engineer,165000,USD,165000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,160000,USD,160000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,130000,USD,130000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,169000,USD,169000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,110600,USD,110600,US,0,United States,Medium
2023,SE,FullTime,Data Operations Engineer,193000,USD,193000,US,100,United States,Medium
2023,SE,FullTime,Data Operations Engineer,136850,USD,136850,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,139500,USD,139500,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,109400,USD,109400,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,276000,USD,276000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,178500,USD,178500,US,100,United States,Medium
2023,MI,FullTime,Data Scientist,55000,EUR,59020,ES,0,Spain,Medium
2023,MI,FullTime,Data Scientist,45000,EUR,48289,ES,0,Spain,Medium
2023,SE,FullTime,Machine Learning Engineer,161000,GBP,195652,GB,0,United Kingdom,Medium
2023,SE,FullTime,Machine Learning Engineer,83300,GBP,101228,GB,0,United Kingdom,Medium
2023,SE,FullTime,Data Engineer,112700,GBP,136956,GB,0,United Kingdom,Medium
2023,SE,FullTime,Data Engineer,83300,GBP,101228,GB,0,United Kingdom,Medium
2023,SE,FullTime,Data Engineer,252000,USD,252000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,129000,USD,129000,US,0,United States,Medium
2022,SE,FullTime,BI Developer,130000,USD,130000,US,100,United States,Large
2021,MI,FullTime,Data Science Lead,150000,USD,150000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,163800,USD,163800,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,126000,USD,126000,US,0,United States,Medium
2023,SE,FullTime,ML Engineer,260000,USD,260000,CA,100,Canada,Medium
2023,SE,FullTime,ML Engineer,110000,USD,110000,CA,100,Canada,Medium
2023,SE,FullTime,Analytics Engineer,170000,USD,170000,US,100,United States,Medium
2023,SE,FullTime,Analytics Engineer,130000,USD,130000,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,247500,USD,247500,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,172200,USD,172200,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,239748,USD,239748,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,159832,USD,159832,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,163800,USD,163800,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,126000,USD,126000,US,0,United States,Medium
2023,MI,FullTime,Data Scientist,128750,USD,128750,US,0,United States,Medium
2023,MI,FullTime,Data Scientist,106250,USD,106250,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,252000,USD,252000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,129000,USD,129000,US,0,United States,Medium
2023,SE,FullTime,Data Science Manager,299500,USD,299500,US,0,United States,Medium
2023,SE,FullTime,Data Science Manager,245100,USD,245100,US,0,United States,Medium
2023,MI,FullTime,Data Analytics Manager,155000,USD,155000,US,0,United States,Medium
2023,MI,FullTime,Data Analytics Manager,140000,USD,140000,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,167500,USD,167500,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,106500,USD,106500,US,0,United States,Medium
2023,SE,FullTime,Data Architect,188500,USD,188500,US,100,United States,Medium
2023,SE,FullTime,Data Architect,117000,USD,117000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,250000,USD,250000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,138000,USD,138000,US,100,United States,Medium
2023,MI,FullTime,Data Analyst,130000,USD,130000,CA,100,Canada,Medium
2023,MI,FullTime,Data Analyst,100000,USD,100000,CA,100,Canada,Medium
2023,SE,FullTime,Data Engineer,140000,USD,140000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,120000,USD,120000,US,0,United States,Medium
2023,SE,FullTime,BI Analyst,160000,USD,160000,US,0,United States,Medium
2023,SE,FullTime,BI Analyst,135000,USD,135000,US,0,United States,Medium
2023,MI,FullTime,Data Science Manager,104500,USD,104500,US,0,United States,Medium
2023,MI,FullTime,Data Science Manager,70000,USD,70000,US,0,United States,Medium
2023,MI,FullTime,Data Science Consultant,90000,USD,90000,US,0,United States,Medium
2023,MI,FullTime,Data Science Consultant,70000,USD,70000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,153600,USD,153600,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,106800,USD,106800,US,100,United States,Medium
2023,EN,FullTime,Data Engineer,125000,USD,125000,US,0,United States,Medium
2023,EN,FullTime,Data Engineer,90000,USD,90000,US,0,United States,Medium
2023,MI,FullTime,Research Scientist,185000,USD,185000,US,100,United States,Medium
2023,MI,FullTime,Research Scientist,125000,USD,125000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,127000,USD,127000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,94000,USD,94000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,210550,USD,210550,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,153300,USD,153300,US,0,United States,Medium
2023,MI,FullTime,Data Scientist,200000,USD,200000,US,100,United States,Medium
2023,MI,FullTime,Data Scientist,150000,USD,150000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,161500,USD,161500,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,119500,USD,119500,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,175000,USD,175000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,145000,USD,145000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,175000,USD,175000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,148750,USD,148750,US,0,United States,Medium
2023,SE,FullTime,Data Analytics Specialist,105000,USD,105000,US,0,United States,Medium
2023,SE,FullTime,Data Analytics Specialist,85000,USD,85000,US,0,United States,Medium
2023,SE,FullTime,Research Scientist,215000,USD,215000,US,0,United States,Medium
2023,SE,FullTime,Research Scientist,146300,USD,146300,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,153400,USD,153400,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,122700,USD,122700,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,260000,USD,260000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,175000,USD,175000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,186300,USD,186300,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,123900,USD,123900,US,100,United States,Medium
2023,MI,FullTime,Research Scientist,340000,USD,340000,US,100,United States,Medium
2023,MI,FullTime,Research Scientist,150000,USD,150000,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,153400,USD,153400,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,122700,USD,122700,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,250000,USD,250000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,175000,USD,175000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,185900,USD,185900,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,121700,USD,121700,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,153600,USD,153600,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,106800,USD,106800,US,0,United States,Medium
2023,EN,FullTime,Data Analyst,100000,USD,100000,UZ,100,United States,Large
2023,SE,FullTime,Machine Learning Engineer,247500,USD,247500,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,172200,USD,172200,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,310000,USD,310000,US,100,United States,Medium
2023,EX,FullTime,Data Engineer,239000,USD,239000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,125000,USD,125000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,110000,USD,110000,US,0,United States,Medium
2023,EN,FullTime,Data Analyst,150000,USD,150000,US,0,United States,Medium
2023,EN,FullTime,Data Analyst,100000,USD,100000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,149076,USD,149076,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,82365,USD,82365,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,146000,USD,146000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,75000,USD,75000,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,139500,USD,139500,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,109400,USD,109400,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,139500,USD,139500,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,109400,USD,109400,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,149600,USD,149600,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,102000,USD,102000,US,0,United States,Medium
2023,MI,FullTime,Data Analyst,80000,GBP,97218,GB,0,United Kingdom,Medium
2023,MI,FullTime,Data Analyst,40000,GBP,48609,GB,0,United Kingdom,Medium
2023,SE,FullTime,Data Engineer,252000,USD,252000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,129000,USD,129000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,95000,USD,95000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,85500,USD,85500,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,185900,USD,185900,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,121700,USD,121700,US,0,United States,Medium
2023,EN,FullTime,Research Scientist,150000,USD,150000,US,0,United States,Medium
2023,EN,FullTime,Research Scientist,100000,USD,100000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,145000,USD,145000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,125000,USD,125000,US,0,United States,Medium
2023,MI,FullTime,Data Scientist,150000,USD,150000,US,100,United States,Medium
2023,MI,FullTime,Data Scientist,97750,USD,97750,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,201000,USD,201000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,122000,USD,122000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,252000,USD,252000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,129000,USD,129000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,120000,USD,120000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,75000,USD,75000,US,100,United States,Medium
2023,MI,FullTime,Data Scientist,116990,USD,116990,US,100,United States,Medium
2023,MI,FullTime,Data Scientist,82920,USD,82920,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,185900,USD,185900,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,129300,USD,129300,US,0,United States,Medium
2023,MI,FullTime,Machine Learning Scientist,200000,USD,200000,US,0,United States,Small
2023,MI,FullTime,Machine Learning Scientist,125000,USD,125000,US,0,United States,Small
2023,SE,FullTime,Data Scientist,201000,USD,201000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,122000,USD,122000,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,204500,USD,204500,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,142200,USD,142200,US,0,United States,Medium
2023,SE,FullTime,Data Manager,155000,USD,155000,US,0,United States,Medium
2023,SE,FullTime,Data Manager,140000,USD,140000,US,0,United States,Medium
2023,MI,FullTime,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,United States,Medium
2023,MI,FullTime,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,121500,USD,121500,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,78000,USD,78000,US,100,United States,Medium
2023,MI,FullTime,Data Engineer,154000,USD,154000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,116000,USD,116000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,190000,USD,190000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,136000,USD,136000,US,0,United States,Medium
2023,MI,FullTime,Data Analyst,65000,GBP,78990,GB,100,United Kingdom,Medium
2023,MI,FullTime,Data Analyst,36050,GBP,43809,GB,100,United Kingdom,Medium
2023,SE,FullTime,Data Analyst,180000,USD,180000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,110000,USD,110000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,275300,USD,275300,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,183000,USD,183000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,170000,USD,170000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,140000,USD,140000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,154000,USD,154000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,116000,USD,116000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,160000,USD,160000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,130000,USD,130000,US,100,United States,Medium
2023,MI,FullTime,Data Engineer,200000,USD,200000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,120000,USD,120000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,175000,USD,175000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,160000,USD,160000,US,100,United States,Medium
2023,MI,FullTime,Data Engineer,105000,GBP,127599,GB,0,United Kingdom,Medium
2023,MI,FullTime,Data Engineer,85000,GBP,103294,GB,0,United Kingdom,Medium
2023,SE,FullTime,Data Engineer,153600,USD,153600,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,106800,USD,106800,US,0,United States,Medium
2023,EN,FullTime,Data Analyst,85000,USD,85000,US,100,United States,Medium
2023,EN,FullTime,Data Analyst,75000,USD,75000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,225000,USD,225000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,156400,USD,156400,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,150000,USD,150000,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,120000,USD,120000,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,163800,USD,163800,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,126000,USD,126000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,145000,USD,145000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,90000,USD,90000,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,204500,USD,204500,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,142200,USD,142200,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,95000,USD,95000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,85500,USD,85500,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,167500,USD,167500,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,106500,USD,106500,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,163800,USD,163800,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,126000,USD,126000,US,0,United States,Medium
2023,MI,FullTime,Data Analytics Manager,155000,USD,155000,US,0,United States,Medium
2023,MI,FullTime,Data Analytics Manager,140000,USD,140000,US,0,United States,Medium
2023,SE,FullTime,Research Scientist,250000,USD,250000,US,0,United States,Medium
2023,SE,FullTime,Research Scientist,200000,USD,200000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,260000,USD,260000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,186000,USD,186000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,160000,USD,160000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,130000,USD,130000,US,100,United States,Medium
2023,SE,FullTime,Research Scientist,200000,USD,200000,US,0,United States,Medium
2023,SE,FullTime,Research Scientist,150000,USD,150000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,45000,EUR,48289,ES,0,Spain,Medium
2023,SE,FullTime,Data Scientist,36000,EUR,38631,ES,0,Spain,Medium
2023,SE,FullTime,Data Scientist,150000,USD,150000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,120000,USD,120000,US,0,United States,Medium
2023,EN,FullTime,Data Analyst,30000,USD,30000,IN,50,India,Medium
2023,MI,FullTime,Research Scientist,185000,USD,185000,US,0,United States,Medium
2023,MI,FullTime,Research Scientist,125000,USD,125000,US,0,United States,Medium
2022,EN,PartTime,Data Analyst,34320,USD,34320,US,100,United States,Small
2023,SE,FullTime,Data Analyst,175000,USD,175000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,130000,USD,130000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,122000,USD,122000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,93800,USD,93800,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,165000,USD,165000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,112000,USD,112000,US,100,United States,Medium
2023,EN,FullTime,Computer Vision Engineer,220000,USD,220000,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,204500,USD,204500,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,142200,USD,142200,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,1300000,INR,15806,IN,100,India,Small
2023,MI,FullTime,Machine Learning Engineer,200000,USD,200000,US,0,United States,Medium
2023,MI,FullTime,Machine Learning Engineer,175000,USD,175000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,185900,USD,185900,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,129300,USD,129300,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,185900,USD,185900,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,121700,USD,121700,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,204500,USD,204500,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,142200,USD,142200,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,180180,USD,180180,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,106020,USD,106020,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,136000,USD,136000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,104000,USD,104000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,125000,USD,125000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,110000,USD,110000,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,153400,USD,153400,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,122700,USD,122700,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,310000,USD,310000,US,100,United States,Medium
2023,EX,FullTime,Data Engineer,239000,USD,239000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,152380,USD,152380,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,121904,USD,121904,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,185900,USD,185900,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,129300,USD,129300,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,247500,USD,247500,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,172200,USD,172200,US,0,United States,Medium
2023,SE,FullTime,Data Architect,168400,USD,168400,US,0,United States,Medium
2023,SE,FullTime,Data Architect,105200,USD,105200,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,128280,USD,128280,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,106900,USD,106900,US,0,United States,Medium
2022,SE,FullTime,Lead Data Scientist,192000,USD,192000,US,100,United States,Large
